ID,Institution Name,Street,City,State,ZIP,Chief Name,Chief Title,Telephone,URL,Alias,System,County,Longitude,Latitude,
233082,Southside Regional Medical Center Professional Schools,737 South Sycamore Street,Petersburg,VA,23803-5133,Michael J. Yungmann,C.E.O.,8047655800,www.srmconline.com,,Community Health Systems,Petersburg city,-77.397388,37.216969,
233091,Miller-Motte Technical College-Lynchburg,1011 Creekside Lane,Lynchburg,VA,24502,Susie Rowland,Campus Director,4342395222,www.miller-motte.edu/,,Delta Career Education Corporation,Lynchburg city,-79.226263,37.375746,
233116,Piedmont Virginia Community College,501 College Drive,Charlottesville,VA,22902-7589,Frank Friedman,President,4349773900,www.pvcc.edu,,Virginia Community College System,Albemarle County,-78.48371,38.006902,
233277,Radford University,801 East Main Street,Radford,VA,24141-0672,Penelope W. Kyle,President,5408315000,www.radford.edu,,,Radford city,-80.549731,37.136914,
233286,Sylvain Melloul International Hair Academy,3405 Candlers Mountain Rd. #G360,Lynchburg,VA,24502-2652,Jonathan Melloul,Chief Operating Officer,4343857722,smiha.edu,,,Lynchburg city,-79.178341,37.36458,
233295,Randolph-Macon College,204 Henry St,Ashland,VA,23005-5505,Robert R. Lindgren,President,8047527200,www.rmc.edu,,,Hanover County,-77.472253,37.749654,
233301,Randolph College,2500 Rivermont Ave,Lynchburg,VA,24503-1555,Bradley W. Bateman,President,4349478000,www.randolphcollege.edu,,,Lynchburg city,-79.17079,37.437429,
233310,Rappahannock Community College,12745 College Drive,Glenns,VA,23149-2616,Elizabeth H. Crowther,President,8047586700,www.rappahannock.edu/,,Virginia Community College System,Gloucester County,-76.623915,37.564433,
233329,Fortis College-Norfolk,6300 Center Dr Bldg 22,Norfolk,VA,23502-4101,Walter Merchant,Campus President,7574995447,www.fortisedu.info/cig-vabeach.php,,Education Affiliates Inc.,Norfolk city,-76.18583,36.84706,
233338,Richard Bland College of the College of William and Mary,11301 Johnson Rd,Petersburg,VA,23805,Dr. Debbie Sydow,President,8048626100,www.rbc.edu,,,Dinwiddie County,-77.399282,37.156936,
233356,Bon Secours Memorial College of Nursing,8550 Magellan Parkway Suite 1100,Richmond,VA,23227-1149,Melanie Green,"Provost, Vice President",8046275300,www.bsmcon.edu,,Bon Secours Health System,Henrico County,-77.433191,37.646876,
233374,University of Richmond,28 Westhampton Way,University of Richmond,VA,23173,Edward L. Ayers,President,8042898000,www.richmond.edu,Richmond,,Richmond city,-77.538702,37.577625,
233408,Riverside School of Health Careers,316 Main St.,Newport News,VA,23601,Robin Nelhuebel,System Director,7572402200,www.riversideonline.com/rshc/,,Riverside Health System,Newport News city,-76.456345,37.035234,
233426,Roanoke College,221 College Lane,Salem,VA,24153-3794,Michael C. Maxey,President,5403752500,www.roanoke.edu,,,Salem city,-80.056433,37.29686,
233480,Bon Secours St Mary's Hospital School of Medical Imaging,8550 Magellan Pkwy Ste 700,Richmond,VA,23227,Debra Pollard,Financial Aid Coordinator,8046275408,www.bonsecours.com/somi/index.asp,,Bon Secours Health System,Henrico County,-77.433133,37.646799,
233499,Saint Pauls College,115 College Drive,Lawrenceville,VA,23868,,,,,St. Paul's College,,Brunswick County,-77.850862,36.76059,
233541,Shenandoah University,1460 University Dr,Winchester,VA,22601-5195,"Tracy Fitzsimmons, PhD",President,5406654500,www.su.edu,,,Winchester city,-78.158376,39.166058,
233611,Southern Virginia University,One University Hill Drive,Buena Vista,VA,24416,Paul K. Sybrowsky,President,5402618400,www.svu.edu,,,Buena Vista city,-79.350296,37.740669,
233639,Southside Virginia Community College,109 Campus Dr,Alberta,VA,23821,John J Cavan,President,8882227822,www.southside.edu,,Virginia Community College System,Brunswick County,-77.917964,36.839073,
233648,Southwest Virginia Community College,"369 College Road       US Rt. 19, 6 Miles S. Claypool Hill",Richlands,VA,24641-1101,J. Mark Estepp,President,2769642555,www.sw.edu,,Virginia Community College System,Tazewell County,-81.796682,37.006196,
233657,Springfield Beauty Academy,4223 Annandale Rd,Annandale,VA,22003,Anthony N Katsakis,Executive Officer,7032565662,springfieldbeautyacademy.org/about-us/,,,Fairfax County,-77.196365,38.831881,
233666,Staunton School of Cosmetology,128 E Beverley St,Staunton,VA,24401,Bonnie G Traylor-Bender,Director,5408850808,hairstylingschool.com,,,Staunton city,-79.070618,38.149493,
233684,Strayer University-Virginia,2121 15th Street N,Arlington,VA,22207,Michael A Plater,President,7038925100,www.strayer.edu/virginia/arlington,,Strayer Education Inc.,Arlington County,-77.085101,38.89089,
233718,Sweet Briar College,134 Chapel Drive,Sweet Briar,VA,24595-9998,Jo Ellen Parker,President,4343816100,www.sbc.edu,,,Amherst County,-79.079735,37.556317,
233754,Thomas Nelson Community College,99 Thomas Nelson Drive,Hampton,VA,23666,Dr. John T. Dever,President,7578252700,www.tncc.edu,,Virginia Community College System,Hampton city,-76.418615,37.063654,
233772,Tidewater Community College,121 College Place,Norfolk,VA,23510,Edna V. Baehre-Kolovani,President,7578221122,www.tcc.edu,,Virginia Community College System,Norfolk city,-76.289669,36.850635,
233842,Union Presbyterian Seminary,3401 Brook Rd,Richmond,VA,23227,Brian K. Blount,President,8043550671,www.upsem.edu,,,Richmond city,-77.449317,37.578935,
233897,The University of Virginia's College at Wise,1 College Avenue,Wise,VA,24293-4400,Sim Ewing,Vice Chancellor for Finance and Administration,2763280100,https://www.uvawise.edu/,,,Wise County,-82.558728,36.971468,
233903,Virginia Highlands Community College,100 VHCC Drive,Abingdon,VA,24212-0828,Ron Proffitt,President,2767392400,www.vhcc.edu,,Virginia Community College System,Washington County,-82.001304,36.699275,
233912,Virginia Intermont College,1013 Moore Street,Bristol,VA,24201,Dr.  Clorisa Phillips,President,2766696101,www.vic.edu,,,Bristol city,-82.17614,36.605006,
233921,Virginia Polytechnic Institute and State University,222 Burruss Hall,Blacksburg,VA,24061-0131,Charles W. Steger,President,5402316000,WWW.VT.EDU,Virginia Tech,,Montgomery County,-80.423267,37.228561,
233949,Virginia Western Community College,3093 Colonial Ave,Roanoke,VA,24015,Robert Sandel,President,5408577311,virginiawestern.edu/,,Virginia Community College System,Roanoke city,-79.973133,37.245648,
234030,Virginia Commonwealth University,910 W Franklin St,Richmond,VA,23284-2512,Dr. Michael Rao,President,8048280100,www.vcu.edu/,,,Richmond city,-77.453597,37.547631,
234076,University of Virginia-Main Campus,1827 University Avenue,Charlottesville,VA,22903-2628,Teresa A. Sullivan,President,4349240311,www.virginia.edu/,Virginia,,Charlottesville city,-78.502599,38.036546,
234085,Virginia Military Institute,VMI Parade,Lexington,VA,24450-0304,General J. H. Binford Peay III,Superintendent,5404647207,www.vmi.edu,,,Lexington city,-79.435737,37.790644,
234119,Virginia School of Hair Design,101 West Queens Way,Hampton,VA,23669,Donald Allhouse,Executive Director,7577220211,www.vshd.us,,,Hampton city,-76.346427,37.025306,
234137,Virginia University of Lynchburg,2058 Garfield Ave,Lynchburg,VA,24501,Ralph Reavis,President,4.35E+13,www.vul.edu,,,Lynchburg city,-79.151518,37.395135,
234155,Virginia State University,1 Hayden Drive,Petersburg,VA,23806,Keith T. Miller,President,8045245000,www.vsu.edu,,,Chesterfield County,-77.419886,37.236453,
234164,Virginia Union University,1500 N Lombardy St,Richmond,VA,23220,Claude G. Perkins,President,8042575600,www.vuu.edu,,,Richmond city,-77.450954,37.561864,
234173,Virginia Wesleyan College,1584 Wesleyan Dr,Norfolk,VA,23502-5599,William T Greer Jr,President,7574553200,www.vwc.edu,,,Virginia Beach city,-76.18606,36.868417,
234191,Wards Corner Beauty Academy-Norfolk,7525 Tidewater Dr Ste 200,Norfolk,VA,23505-3700,Mark Richardson,President,7575833300,www.wardscornerbeautyacademy.edu,,Wards Corner Beauty Academy Inc.,Norfolk city,-76.255297,36.912397,
234207,Washington and Lee University,204 West Washington Street,Lexington,VA,24450-2116,Dr. Kenneth P. Ruscio,President,5404588400,www.wlu.edu/,,,Lexington city,-79.445724,37.787832,
234216,Sanford-Brown College-Tysons Corner,1761 Old Meadow Road,McLean,VA,22102-4301,Raul Garza,President,7035568888,www.sbcvienna.com,,Career Education Corporation,Fairfax County,-77.211971,38.91917,
234225,Washington County Adult Skill Center,848 Thompson Dr,Abingdon,VA,24210,Kenneth Litton,Director,2766761948,www.wcskillcenter.org,,,Washington County,-81.949929,36.719667,
234359,Woodrow Wilson Rehabilitation Center,64 James Anderson Road,Fishersville,VA,22939-1500,Richard L. Sizemore,Director,5403327390,wwrc.virginia.gov,,,Augusta County,-78.991262,38.117932,
234377,Wytheville Community College,1000 E Main Street,Wytheville,VA,24382-3308,Charlie White,President,2762234700,www.wcc.vccs.edu,,Virginia Community College System,Wythe County,-81.070595,36.957732,
234401,Beauty Academy,208 S Wenatchee Ave,Wenatchee,WA,98801,Donald E. Crowell,President,5096629082,www.beautyacademywenatchee.com,,,Chelan County,-120.309427,47.421736,
234492,The Art Institute of Seattle,2323 Elliott Ave,Seattle,WA,98121-1622,Elden Monday,President,2064480900,www.ais.edu,,Education Management Corporation,King County,-122.348573,47.61222,
234650,Evergreen Beauty and Barber College-Bellevue,14045 NE 20th St,Bellevue,WA,98007,Theresa Tran,Compliance Officer,4256430270,evergreenbeauty.edu,,Evergreen Cosmo Inc.,King County,-122.152451,47.6275,
234669,Bellevue College,3000 Landerholm Cir SE,Bellevue,WA,98007-6484,David Rule,President,4255641000,bellevuecollege.edu/,,Washington State Board for Community and Technical Colleges,King County,-122.149955,47.584778,
234687,Bellingham Beauty School,4192 Meridian Street,Bellingham,WA,98226-5515,Betty Stock Kennard,President/Owner,3607341090,Bellinghambeautyschool.edu,,,Whatcom County,-122.480126,48.750789,
234696,Bellingham Technical College,3028 Lindbergh Ave,Bellingham,WA,98225-1599,Patricia McKeown,President,3607527000,www.btc.ctc.edu,,Washington State Board for Community and Technical Colleges,Whatcom County,-122.51216,48.766189,
234711,Big Bend Community College,7662 Chanute St NE,Moses Lake,WA,98837-3299,Terrence Leas,President,5097932222,www.bigbend.edu,,Washington State Board for Community and Technical Colleges,Grant County,-119.318507,47.185083,
234739,Everest College-Bremerton,155 Washington Ave. Ste. 200,Bremerton,WA,98337,Tim Allen,School President,3604731120,www.everest.edu/campus/bremerton,,Corinthian Colleges Inc.,Kitsap County,-122.625659,47.564057,
234784,Everest College-Renton,"981 Powell Avenue, Sw, Suite 200",Renton,WA,98057,Elyane Harney,School President,4252553281,www.everest.edu/campus/renton,,Corinthian Colleges Inc.,King County,-122.231548,47.469576,
234827,Central Washington University,400 East University Way,Ellensburg,WA,98926-7501,James L. Gaudino,President,5099631111,www.cwu.edu,,,Kittitas County,-120.537716,47.004957,
234845,Centralia College,600 Centralia College Blvd.,Centralia,WA,98531-4099,James M. Walton,President,3.61E+12,www.centralia.edu,,Washington State Board for Community and Technical Colleges,Lewis County,-122.960746,46.716302,
234915,City University of Seattle,"521 Wall Street, Suite 100",Seattle,WA,98121,Richard E. Carter,President,8004265596,www.cityu.edu,,,King County,-122.344331,47.61734,
234924,Lucas Marc Academy,71 Gage Blvd.,Richland,WA,99352,Karla Cooper,Compliance Director,5095914979,lucasmarcacademy.com,,,Benton County,-119.250086,46.227171,
234933,Clark College,1933 Fort Vancouver Way,Vancouver,WA,98663-3598,Robert K. Knight,President,3609922000,www.clark.edu,,Washington State Board for Community and Technical Colleges,Clark County,-122.652976,45.634307,
234951,Clover Park Technical College,4500 Steilacoom Blvd SW,Lakewood,WA,98499-4004,Dr. Lonnie Howard,President,2535895800,www.cptc.edu,,Washington State Board for Community and Technical Colleges,Pierce County,-122.495524,47.175477,
234979,Columbia Basin College,2600 N 20th Ave,Pasco,WA,99301,Richard Cummins,President,5095470511,www.columbiabasin.edu,,Washington State Board for Community and Technical Colleges,Franklin County,-119.118609,46.251547,
235024,Cornish College of the Arts,1000 Lenora Street,Seattle,WA,98121,Dr. Nancy J. Uscher,President,2067265016,www.cornish.edu,,,King County,-122.33614,47.617883,
235088,Divers Institute of Technology,1341 N. Northlake Way Suite 150,Seattle,WA,98103,Lynda Sharp,Registrar,2067835542,www.diversinstitute.edu,,,King County,-122.340731,47.6474,
235097,Eastern Washington University,526 5th Street,Cheney,WA,99004-2496,Dr. Rodolfo Arevalo,President,5093596200,www.ewu.edu,Eastern Washington,,Spokane County,-117.589371,47.491293,
235103,Edmonds Community College,20000 68th Ave W,Lynnwood,WA,98036-5912,Dr. Jean Hernandez,President,4256401459,www.edcc.edu,,Washington State Board for Community and Technical Colleges,Snohomish County,-122.327483,47.816742,
235149,Everett Community College,2000 Tower Street,Everett,WA,98201,David N. Beyer,President,4253889100,www.everettcc.edu,,Washington State Board for Community and Technical Colleges,Snohomish County,-122.204736,48.006626,
235158,Paroba College of Cosmetology,"607 SE Everett Mall, Suite 5",Everett,WA,98208,Patrick Davis,President,4253538193,www.parobacollege.com,,,Snohomish County,-122.224634,47.910187,
235167,The Evergreen State College,2700 Evergreen Pkwy NW,Olympia,WA,98505-0001,Thomas (Les) Purce,President,3608676170,www.evergreen.edu,,,Thurston County,-122.977492,47.07382,
235237,Pierce College at Fort Steilacoom,9401 Farwest Dr SW,Lakewood,WA,98498-1999,Denise Yochum,President,2539646500,www.pierce.ctc.edu,,Washington State Board for Community and Technical Colleges,Pierce County,-122.570935,47.172082,
235307,Glen Dow Academy of Hair Design,W 309 Riverside Ave,Spokane,WA,99201,Martin A Dow,CEO,50962432443,www.glendow.com,,,Spokane County,-117.416516,47.657793,
235316,Gonzaga University,E 502 Boone Ave,Spokane,WA,99258-0001,Dr. Thayne McCulloh,President,5093284220,www.gonzaga.edu,,,Spokane County,-117.403062,47.668144,
235334,Grays Harbor College,1620 Edward P Smith Drive,Aberdeen,WA,98520-7599,Dr. Ed Brewster,President,3605329020,www.ghc.edu,,Washington State Board for Community and Technical Colleges,Grays Harbor County,-123.802931,46.953411,
235343,Green River Community College,12401 SE 320th St,Auburn,WA,98092-3622,Eileen Ely,President,2538339111,www.greenriver.edu/,,Washington State Board for Community and Technical Colleges,King County,-122.178175,47.312277,
235352,Toni & Guy Hairdressing Academy-Shoreline,18336 Aurora Ave. North Suite 103,Shoreline,WA,98133,Patty Davis,Academy Director,20654211115,www.toniguy.com,,,King County,-122.345989,47.761758,
235422,Heritage University,3240 Fort Rd,Toppenish,WA,98948,John Bassett,President,5098658500,www.heritage.edu,,,Yakima County,-120.395287,46.374571,
235431,Highline Community College,2400 S 240th St,Des Moines,WA,98198-9800,Jack Bermingham,President,2068783710,www.highline.edu,,Washington State Board for Community and Technical Colleges,King County,-122.302593,47.388331,
235495,Interface College-Spokane,S 178 Stevens,Spokane,WA,99201,Walt Leathers,President,5094671727,www.Interface.edu,,,Spokane County,-117.417046,47.66791,
235501,International Air and Hospitality Academy,2901 E Mill Plain Blvd,Vancouver,WA,98661,Arch Miller,President and CEO,3606952500,www.aha.edu,,,Clark County,-122.640487,45.628183,
235510,ITT Technical Institute-Seattle,12720 Gateway Dr Ste 100,Seattle,WA,98168-2610,Kurt Ikemeier,Director,2062443300,www.itt-tech.edu,,ITT Educational Services Inc.,King County,-122.275242,47.488594,
235529,ITT Technical Institute-Spokane Valley,13518 E Indiana Avenue,Spokane Valley,WA,99216-1589,William King,Director,5099262900,www.itt-tech.edu,,ITT Educational Services Inc.,Spokane County,-117.222213,47.675302,
235547,Bastyr University,14500 Juanita Drive NE,Kenmore,WA,98028-4966,"Daniel K. Church, PhD",President,4256023000,www.bastyr.edu,,,King County,-122.251708,47.729935,
235583,Gene Juarez Academy of Beauty-Mountlake Terrace,6007- A 244th Street SW,Mountlake Terrace,WA,98043,Moira Douglass,Executive Director of Administration,2063680210,www.genejuarezacademy.com,,Gene Juarez Beauty Schools LLC,Snohomish County,-122.313331,47.778682,
235671,Bates Technical College,1101 S Yakima Ave,Tacoma,WA,98405,Dr. Ron Langrell,President,2536807000,www.bates.ctc.edu/,,Washington State Board for Community and Technical Colleges,Pierce County,-122.446412,47.251531,
235699,Lake Washington Institute of Technology,11605 132nd Ave NE,Kirkland,WA,98034-8506,"Amy Goings, MPA",President,4257398100,www.lwtech.edu,,Washington State Board for Community and Technical Colleges,King County,-122.167131,47.705077,
235750,Lower Columbia College,1600 Maple Street,Longview,WA,98632-0310,Christopher Bailey,President,3604422311,lowercolumbia.edu,,Washington State Board for Community and Technical Colleges,Cowlitz County,-122.937653,46.1428,
235769,Trinity Lutheran College,2802 Wetmore Ave.,Everett,WA,98201,John Reed,President,4252494800,www.tlc.edu,,Lutheran Bible Institute of Seattle,Snohomish County,-122.207663,47.980328,
235954,Cascade Beauty College,435 E Main St,Auburn,WA,98002-5504,Louie and BJ Boyer,Owner,2533075913,www.cascadebeautycollege.com,,,King County,-122.223312,47.308073,
236018,BJ's Beauty & Barber College,5239 S Tacoma Way,Tacoma,WA,98409,B J Boyer,Chief Executive Officer,2534734320,www.bjsbeautyandbarbercollege.com,,Institute of Cosmetology LTD,Pierce County,-122.483623,47.209361,
236027,Northwest Hair Academy,615 S First St,Mount Vernon,WA,98273,D Camp,Owner,3.60E+12,www.northwesthairacademy.edu,,,Skagit County,-122.338548,48.418546,
236072,Seattle Community College-North Campus,9600 College Way North,Seattle,WA,98103-3599,Mary Ellen O'Keeffe,President - Interim,2069343600,www.northseattle.edu,,Washington State Board for Community and Technical Colleges,King County,-122.33495,47.69976,
236133,Northwest University,5520 108th Ave NE,Kirkland,WA,98083-0579,Joseph Castleberry,President,4258228266,www.northwestu.edu,,,King County,-122.191505,47.657743,
236188,Olympic College,1600 Chester Ave,Bremerton,WA,98337-1699,Dr. David C. Mitchell,President,3607926050,www.olympic.edu,,Washington State Board for Community and Technical Colleges,Kitsap County,-122.635751,47.575093,
236212,Perry Technical Institute,2011 W Washington Ave.,Yakima,WA,98903-1296,Christine Cote,President,5.09E+12,www.perrytech.edu/,,,Yakima County,-120.537976,46.571492,
236230,Pacific Lutheran University,1010 122nd St So,Tacoma,WA,98447-0003,Thomas Krise,President,2535316900,www.plu.edu,,,Pierce County,-122.445372,47.145494,
236258,Peninsula College,1502 E Lauridsen Blvd,Port Angeles,WA,98362,Luke Robins,President,3604529277,www.pencol.edu,,Washington State Board for Community and Technical Colleges,Clallam County,-123.41248,48.100618,
236328,University of Puget Sound,1500 N. Warner Street,Tacoma,WA,98416,Ronald R. Thomas,President,2538793100,www.pugetsound.edu,,,Pierce County,-122.479714,47.263651,
236382,Renton Technical College,3000 NE Fourth St,Renton,WA,98056-4123,Steve Hanson,President,4252352352,www.rtc.edu,,Washington State Board for Community and Technical Colleges,King County,-122.178944,47.488606,
236452,Saint Martin's University,5000 Abbey Way SE,Lacey,WA,98503-7500,"Roy F. Heynderickx, Ph.D.",President,3604914700,www.stmartin.edu,,,Thurston County,-122.815732,47.04328,
236504,Seattle Community College-South Campus,6000 16th Ave SW,Seattle,WA,98106-1499,Gary Oertli,President,2069345300,southseattle.edu,,Washington State Board for Community and Technical Colleges,King County,-122.352672,47.5475,
236513,Seattle Central College,1701 Broadway Avenue,Seattle,WA,98122,Paul Killpatrick,President,2069343800,www.seattlecentral.edu,,Washington State Board for Community and Technical Colleges,King County,-122.321472,47.616675,
236531,Everest College-Seattle,"2111 N. Northgate Way, Suite 300",Seattle,WA,98133,Meredyth Given,Regional Vice President of Operations,2064403090,www.everest.edu/campus/seattle,,Corinthian Colleges Inc.,King County,-122.333346,47.708423,
236577,Seattle Pacific University,3307 3rd Ave W,Seattle,WA,98119-1997,Daniel Martin,President,2062812000,www.spu.edu,,,King County,-122.362923,47.649338,
236595,Seattle University,900 Broadway,Seattle,WA,98122-4340,Stephen V Sundborg,President,2062966000,www.seattleu.edu,,,King County,-122.3197,47.610138,
236610,Shoreline Community College,16101 Greenwood Ave N,Shoreline,WA,98133-5696,Dr. Daryl J. Campbell,Interim President,2065464101,www.shoreline.edu,,Washington State Board for Community and Technical Colleges,King County,-122.358555,47.748592,
236638,Skagit Valley College,2405 E. College Way,Mount Vernon,WA,98273,Dr. Thomas Keegan,President,3604167600,www.skagit.edu,,Washington State Board for Community and Technical Colleges,Skagit County,-122.310199,48.437235,
236656,South Puget Sound Community College,2011 Mottman Rd SW,Olympia,WA,98512-6292,Dr. Timothy Stokes,President,3605965241,www.spscc.ctc.edu,,Washington State Board for Community and Technical Colleges,Thurston County,-122.929405,47.023472,
236692,Spokane Community College,1810 North Greene Street,Spokane,WA,99217-5399,Scott Morgan,President,5095338020,www.scc.spokane.edu,,Washington State Board for Community and Technical Colleges,Spokane County,-117.360957,47.672571,
236708,Spokane Falls Community College,3410 W Fort George Wright Dr,Spokane,WA,99224-5288,Janet Gullickson,President,5095333500,www.spokanefalls.edu,,Washington State Board for Community and Technical Colleges,Spokane County,-117.463538,47.676741,
236744,Stylemaster College of Hair Design,1224 Commerce Ave.,Longview,WA,98632-3027,John S Chilson,Owner,3606362720,stylemasters.edu,,,Cowlitz County,-122.934826,46.135905,
236753,Tacoma Community College,6501 S 19th St,Tacoma,WA,98466-6100,Pamela Transue,President,2535665000,www.tacomacc.edu,,Washington State Board for Community and Technical Colleges,Pierce County,-122.521057,47.246369,
236799,The Hair School,2941 E Hwy 101 E,Port Angeles,WA,98362,Shara Smith,Owner/Operator,3604523048,thehairschool-wa.com,,,Clallam County,-123.373781,48.10515,
236887,Walla Walla Community College,500 Tausick Way,Walla Walla,WA,99362-9267,Steven L.VanAusdle,President,5095222500,www.wwcc.edu/,,Washington State Board for Community and Technical Colleges,Walla Walla County,-118.283725,46.079851,
236896,Walla Walla University,204 S College Ave,College Place,WA,99324-1198,John K. McVay,President,5095272615,www.wallawalla.edu,,,Walla Walla County,-118.389771,46.047,
236939,Washington State University,French Administration Building,Pullman,WA,99164-5910,Elson S. Floyd,President,5093353564,wsu.edu/,Washington State,,Whitman County,-117.158168,46.730448,
236948,University of Washington-Seattle Campus,1400 NE Campus Parkway,Seattle,WA,98195-4550,Michael Young,President,2065432100,www.washington.edu,Washington,University of Washington,King County,-122.313115,47.656213,
236975,Wenatchee Valley College,1300 Fifth St,Wenatchee,WA,98801-1799,Dr. Jim Richardson,President,5096826800,www.wvc.edu,,Washington State Board for Community and Technical Colleges,Chelan County,-120.334813,47.430931,
236993,Everest College-Vancouver,120 NE 136th Ave Ste 130,Vancouver,WA,98684-6950,Brad Kuchenreuther,President,3602543282,www.everest.edu/campus/vancouver,,Corinthian Colleges Inc.,Clark County,-122.536462,45.621523,
237011,Western Washington University,516 High Street,Bellingham,WA,98225-9008,Bruce Shepard,President,3606503000,www.wwu.edu,Western Washington,,Whatcom County,-122.484873,48.737236,
237039,Whatcom Community College,237 W Kellogg Rd,Bellingham,WA,98226,Kathi Hiyane-Brown,President,3603833000,www.whatcom.ctc.edu,,Washington State Board for Community and Technical Colleges,Whatcom County,-122.495832,48.795923,
237057,Whitman College,345 Boyer Ave,Walla Walla,WA,99362,George S. Bridges,President,5095275111,www.whitman.edu,,,Walla Walla County,-118.33016,46.07135,
237066,Whitworth University,300 W Hawthorne Rd,Spokane,WA,99251,Dr. Beck A. Taylor,President,5097771000,www.whitworth.edu,,Whitworth University,Spokane County,-117.418078,47.753699,
237109,Yakima Valley Community College,South 16th Ave. & Nob Hill Blvd.,Yakima,WA,98907-2520,Linda J Kaminski,President,5095744600,www.yvcc.edu,,Washington State Board for Community and Technical Colleges,Yakima County,-120.528525,46.586098,
237118,Alderson Broaddus University,101 College Hill Drive,Philippi,WV,26416-2035,Richard A. Creehan,President,3044571700,www.ab.edu/,,,Barbour County,-80.047728,39.158067,
237127,Appalachian Beauty School,609A Central Avenue,South Williamson,KY,41503,Deborah Johnson,Owner/Director,6062376650,appalachianbeautyschool.com/,,,Pike County,-82.295552,37.672192,
237136,Appalachian Bible College,161 College Drive,Mount Hope,WV,25880,Daniel Anderson,President,3048776428,www.abc.edu,,,Raleigh County,-81.20115,37.853339,
237145,B M Spurr School of Practical Nursing,800 Wheeling Ave,Glen Dale,WV,26038,Jay E. Prager,Executive Director,3048433255,www.reynoldsmemorial.com,,Reynolds Memorial Hospital Board of Directors,Marshall County,-80.753173,39.946228,
237172,Ben Franklin Career Center,500 28th St,Dunbar,WV,25064,Paula Potter,Principal,3047660369,bfcc.kana.tec.wv.us,,,Kanawha County,-81.75353,38.367234,
237181,Bethany College,Main Street,Bethany,WV,26032,Scott D. Miller,President,3048297000,www.bethanywv.edu,,,Brooke County,-80.56916,40.204594,
237215,Bluefield State College,219 Rock St,Bluefield,WV,24701,Marsha Krotseng,President,3043274000,www.bluefieldstate.edu,,West Virginia Higher Education Policy Commission,Mercer County,-81.235428,37.26688,
237242,Cabell County Career Technology Center,1035 Norway Ave,Huntington,WV,25705-2827,Brenda Tanner,Director/ Principal,3045285106,boe.cabe.k12.wv.us/ctc,,Cabell County School System,Cabell County,-82.372418,38.403244,
237303,Charleston School of Beauty Culture,210 Capitol St,Charleston,WV,25301,Judy C. Hall,President,3043469603,wvcsbc.com,,,Kanawha County,-81.634675,38.350168,
237312,University of Charleston,"2300 MacCorkle Avenue,  SE",Charleston,WV,25304,Edwin H. Welch,President,3043574800,www.ucwv.edu,,,Kanawha County,-81.618667,38.332577,
237321,Clarksburg Beauty Academy and School of Massage Therapy,120 S 3rd St,Clarksburg,WV,26301,Angela Policano,Director,3.05E+12,clarksburgbeautyacademy.com,,,Harrison County,-80.338391,39.279964,
237330,Concord University,100 Vermillion Street,Athens,WV,24712,Kendra Boggess,Interim President,8.88E+13,www.concord.edu,,,Mercer County,-81.005694,37.423854,
237358,Davis & Elkins College,100 Campus Dr,Elkins,WV,26241-3996,"Michael P. Mihalyo, Jr.",President,3046371900,www.dewv.edu,,,Randolph County,-79.846391,38.928693,
237367,Fairmont State University,1201 Locust Ave,Fairmont,WV,26554-2470,"Maria C. Rose, Ed.D.",President,3043674000,www.fairmontstate.edu/,,West Virginia Higher Education Policy Commission,Marion County,-80.161844,39.485925,
237385,Glenville State College,200 High Street,Glenville,WV,26351-1292,Peter B. Barr,President,3044627361,www.glenville.edu,,,Gilmer County,-80.833597,38.935341,
237419,HRDE-Stanley Technical Institute-Clarksburg,120 S Linden Ave,Clarksburg,WV,26301-2270,Kenneth M. Perdue,President,3.04E+11,stanleytech.org,,Human Resource Development and Employment Inc.,Harrison County,-80.327956,39.279099,
237437,Huntington Junior College,900 Fifth Ave,Huntington,WV,25701,Carolyn Smith,President,3046977550,www.huntingtonjuniorcollege.edu,,,Cabell County,-82.44306,38.420142,
237473,James Rumsey Technical Institute,3274  Hedgesville Road,Martinsburg,WV,25403-0259,Donna VanMetre,Director,3047547925,www.jamesrumsey.com,,,Berkeley County,-77.978583,39.5328,
237491,Ralph R Willis Career and Technical Center,"144 Vocational Road, Three Mile Curve",Stollings,WV,25646,Janice Hanlon,Director,3.05E+12,rrwctc.com,,,Logan County,-81.942757,37.827097,
237507,Human Resource Development and Employment Inc,1644 Mileground,Morgantown,WV,26505,Kenneth M. Perdue,President,3.04E+11,www.hrdfwv.org,,Human Resource Development and Employment Inc.,Monongalia County,-79.925671,39.645683,
237525,Marshall University,1 John Marshall Dr,Huntington,WV,25755,Dr. Stephen James Kopp,President,8006423463,www.marshall.edu/,Marshall,West Virginia Higher Education Policy Commission,Cabell County,-82.43065,38.42261,
237543,Mercer County Technical Education Center,1397 Stafford Dr,Princeton,WV,24740,Linda Cox,Director,3044259551,www.edline.net/pages/mercer_county_technical_education_center,,Mercer County Schools,Mercer County,-81.104647,37.360024,
237552,Meredith Manor International Equestrian Center,147 Saddle Lane,Waverly,WV,26184,Ronald W. Meredith,President,3046793128,www.meredithmanor.edu,,,Wood County,-81.400296,39.29966,
237561,Monongalia County Technical Education Center,1000 Mississippi Street,Morgantown,WV,26501,Nancy J. Napolillo,Principal/Director,3.04E+12,www.mtecwv.edu,,Monongalia County Board of Education,Monongalia County,-79.957275,39.611165,
